ORPHA:276413	10q22.3q23.3 microdeletion syndrome
OMIM:269921	SIALURIA
OMIM:604369	SIALURIA, FINNISH TYPE
OMIM:604369	SIALURIA, FINNISH TYPE;;SALLA DISEASE; SD
OMIM:269921	SIALURIA;;SIALURIA, FRENCH TYPE
ORPHA:232	Sickle cell anemia
OMIM:603903	SICKLE CELL ANEMIA
OMIM:608567	Sick sinus syndrome 1
OMIM:163800	SICK SINUS SYNDROME 2
OMIM:163800	SICK SINUS SYNDROME 2, AUTOSOMAL DOMINANT
OMIM:618635	Siddiqi syndrome
OMIM:300263	SIDERIUS X-LINKED MENTAL RETARDATION SYNDROME
OMIM:300263	SIDERIUS X-LINKED MENTAL RETARDATION SYNDROME; MRXSSD
OMIM:616084	SIDEROBLASTIC ANEMIA WITH B-CELL IMMUNODEFICIENCY, PERIODIC FEVERS, AND DEVELOPMENTAL DELAY
OMIM:616084	SIDEROBLASTIC ANEMIA WITH B-CELL IMMUNODEFICIENCY, PERIODIC FEVERS, AND DEVELOPMENTAL DELAY; SIFD
OMIM:616084	SIDEROBLASTIC ANEMIA WITH B-CELL IMMUNODEFICIENCY, PERIODIC FEVERS,AND DEVELOPMENTAL DELAY; SIFD
OMIM:617159	SIFRIM-HITZ-WEISS SYNDROME
ORPHA:71276	Silent sinus syndrome
ORPHA:3168	Sillence syndrome
ORPHA:813	Silver-Russell syndrome
OMIM:180860	SILVER-RUSSELL SYNDROME
OMIM:618905	Silver-Russell syndrome 2
OMIM:618907	Silver-Russell syndrome 4
OMIM:618908	Silver-Russell syndrome 5
OMIM:180860	SILVER-RUSSELL SYNDROME; SRS
OMIM:180860	SILVER-RUSSELL SYNDROME; SRS;;RUSSELL-SILVER SYNDROME; RSS;;SILVER-RUSSELL DWARFISM
ORPHA:398079	SIM1-related Prader-Willi-like syndrome
OMIM:182150	SIMOSA CRANIOFACIAL SYNDROME
ORPHA:373	Simpson-Golabi-Behmel syndrome
OMIM:312870	SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 1
OMIM:300209	SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 2
OMIM:300209	SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 2; SGBS2
OMIM:300209	SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 2;;SGBS2
ORPHA:500166	SIN3A-related intellectual disability syndrome due to a point mutation
ORPHA:97337	Sinding-Larsen-Johansson disease
OMIM:182250	SINGLETON-MERTEN SYNDROME
OMIM:182250	SINGLETON-MERTEN SYNDROME 1
OMIM:182250	SINGLETON-MERTEN SYNDROME 1; SGMRT1
OMIM:616298	SINGLETON-MERTEN SYNDROME 2; SGMRT2
OMIM:614896	SINOATRIAL NODE DYSFUNCTION AND DEAFNESS; SANDD
OMIM:182190	SINUS NODE DISEASE AND MYOPIA
ORPHA:3169	Sirenomelia
OMIM:210250	SITOSTEROLEMIA
OMIM:210250	SITOSTEROLEMIA;;STSL;;PHYTOSTEROLEMIAMACROTHROMBOCYTOPENIA/STOMATOCYTOSIS, MEDITERRANEAN, INCLUDED
ORPHA:488437	SIX2-related frontonasal dysplasia
OMIM:270220	SJOGREN-LARSSON-LIKE ICHTHYOSIS WITHOUT CNS OR EYE INVOLVEMENT
OMIM:270220	SJOGREN-LARSSON-LIKE ICHTHYOSIS WITHOUT CNS OR EYE INVOLVEMENT;;ICHTHYOSIS, SJOGREN-LARSSON-LIKE, WITHOUT CNS OR EYE INVOLVEMENT
OMIM:270200	SJOGREN-LARSSON SYNDROME
ORPHA:816	Sjögren-Larsson syndrome
OMIM:270200	SJOGREN-LARSSON SYNDROME; SLS
OMIM:270150	SJOGREN SYNDROME
OMIM:270150	SJOGREN SYNDROME;;SICCA SYNDROME
OMIM:612447	SKELETAL DEFECTS, GENITAL HYPOPLASIA, AND MENTAL RETARDATION
OMIM:602613	SKELETAL DYSPLASIA AND PROGRESSIVE CENTRAL NERVOUS SYSTEM DEGENERATION,LETHAL
OMIM:602613	SKELETAL DYSPLASIA AND PROGRESSIVE CENTRAL NERVOUS SYSTEM DEGENERATION, LETHAL
ORPHA:1858	Skeletal dysplasia-epilepsy-short stature syndrome
OMIM:618870	Skeletal dysplasia, mild, with joint laxity and advanced bone age
ORPHA:508533	Skeletal dysplasia-T-cell immunodeficiency-developmental delay syndrome
OMIM:182255	SKELETAL DYSPLASIA WITH DELAYED EPIPHYSEAL AND CARPAL BONE OSSIFICATION
OMIM:156610	SKIN CREASES, CONGENITAL SYMMETRIC CIRCUMFERENTIAL, 1
OMIM:156610	SKIN CREASES, CONGENITAL SYMMETRIC CIRCUMFERENTIAL, 1; CSCSC1
OMIM:156610	SKIN CREASES, CONGENITAL SYMMETRIC CIRCUMFERENTIAL, 1; CSCSC1;;SKIN CREASES, MULTIPLE BENIGN RING-SHAPED, OF LIMBS;;CIRCUMFERENTIAL SKIN CREASES, KUNZE TYPE;;MICHELIN TIRE BABY SYNDROME
OMIM:616734	SKIN CREASES, CONGENITAL SYMMETRIC CIRCUMFERENTIAL, 2
OMIM:616734	SKIN CREASES, CONGENITAL SYMMETRIC CIRCUMFERENTIAL, 2; CSCSC2
OMIM:156610	SKIN CREASES, MULTIPLE BENIGN RING-SHAPED, OF LIMBS
OMIM:607655	SKIN FRAGILITY-WOOLLY HAIR SYNDROME
OMIM:607655	SKIN FRAGILITY-WOOLLY HAIR SYNDROME; SFWHS
OMIM:617616	SKRABAN-DEARDORFF SYNDROME; SKDEAS
OMIM:270350	SKUNK N-BUTYLMERCAPTAN, INABILITY TO SMELL
ORPHA:238459	SLC35A1-CDG
ORPHA:356961	SLC35A2-CDG
ORPHA:157965	SLC39A13-related spondylodysplastic Ehlers-Danlos syndrome
ORPHA:468699	SLC39A8-CDG
OMIM:182260	SLIPPED FEMORAL CAPITAL EPIPHYSES
OMIM:608236	SLOWED NERVE CONDUCTION VELOCITY, AUTOSOMAL DOMINANT
OMIM:182280	SMALL CELL CANCER OF THE LUNG
ORPHA:284400	Small cell carcinoma of the bladder
ORPHA:93974	Smith-Fineman-Myers syndrome
OMIM:616638	SMITH-KINGSMORE SYNDROME
OMIM:616638	SMITH-KINGSMORE SYNDROME; SKS
ORPHA:818	Smith-Lemli-Opitz syndrome
OMIM:270400	SMITH-LEMLI-OPITZ SYNDROME
OMIM:270400	SMITH-LEMLI-OPITZ SYNDROME; SLOS
OMIM:270400	SMITH-LEMLI-OPITZ SYNDROME; SLOS;;SLO SYNDROME;;RSH SYNDROME;;RUTLEDGE LETHAL MULTIPLE CONGENITAL ANOMALY SYNDROME;;POLYDACTYLY, SEX REVERSAL, RENAL HYPOPLASIA, AND UNILOBAR LUNG;;LETHAL ACRODYSGENITAL SYNDROME
ORPHA:819	Smith-Magenis syndrome
DECIPHER:8	Smith-Magenis Syndrome
OMIM:182290	SMITH-MAGENIS SYNDROME SMITH-MAGENIS CHROMOSOME REGION, INCLUDED
OMIM:182290	SMITH-MAGENIS SYNDROME; SMS
OMIM:182290	SMITH-MAGENIS SYNDROME; SMS;;CHROMOSOME 17p11.2 DELETION SYNDROMESMITH-MAGENIS CHROMOSOME REGION, INCLUDED; SMCR, INCLUDED
OMIM:607326	SMITH-MCCORT DYSPLASIA
OMIM:607326	SMITH-MCCORT DYSPLASIA 1; SMC1;;SMC
OMIM:615222	SMITH-MCCORT DYSPLASIA 2; SMC2
ORPHA:449285	Snakebite envenomation
OMIM:182410	Sneddon syndrome
ORPHA:820	Sneddon syndrome
OMIM:618205	SNIJDERS BLOK-CAMPEAU SYNDROME; SNIBCPS
OMIM:618604	Snijders Blok-Fisher syndrome
OMIM:270425	SODIUM-POTASSIUM-ATPASE ACTIVITY OF RED CELL
ORPHA:97230	Solar urticaria
ORPHA:83468	Solitary bone cyst
ORPHA:2126	Solitary fibrous tumour/hemangiopericytoma
OMIM:147250	SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR FUSED INCISORS SINGLE UPPER CENTRAL INCISOR SINGLE CENTRAL MAXILLARY INCISOR SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR SYNDROME, INCLUDED SMMCI SYNDROME, INCLUDED
OMIM:147250	SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR; SMMCI
OMIM:147250	SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR; SMMCI;;INCISORS, FUSED;;FUSED INCISORS;;SINGLE UPPER CENTRAL INCISOR;;SINGLE CENTRAL MAXILLARY INCISORSOLITARY MEDIAN MAXILLARY CENTRAL INCISOR SYNDROME, INCLUDED;;SMMCI SYNDROME, INCLUDED
OMIM:109270	SOLUTE CARRIER FAMILY 4 (ANION EXCHANGER), MEMBER 1; SLC4A1
OMIM:109270	SOLUTE CARRIER FAMILY 4 (ANION EXCHANGER), MEMBER 1; SLC4A1;;BAND 3 OF RED CELL MEMBRANE; BND3;;ERYTHROCYTE MEMBRANE PROTEIN BAND 3; EMPB3;;ERYTHROID PROTEIN BAND 3; EPB3;;ANION EXCHANGE PROTEIN 1; AE1ACANTHOCYTOSIS, ONE FORM OF, INCLUDED;;OVALOCYTOSIS, MALAYSIAN-MELANESIAN-FILIPINO TYPE, INCLUDED;;OVALOCYTOSIS, SOUTHEAST ASIAN, INCLUDED; SAO, INCLUDED;;ELLIPTOCYTOSIS 4, INCLUDED; EL4, INCLUDED;;ELLIPTOCYTOSIS, STOMATOCYTIC HEREDITARY, INCLUDED;;HE, STOMATOCYTIC, INCLUDED
ORPHA:314769	Somatomammotropinoma
ORPHA:97283	Somatostatinoma
OMIM:270460	SONODA SYNDROME
OMIM:618912	Sorbitol dehydrogenase deficiency with peripheral neuropathy
OMIM:136900	SORSBY FUNDUS DYSTROPHY; SFD
DECIPHER:17	Sotos syndrome
ORPHA:821	Sotos syndrome
OMIM:117550	SOTOS SYNDROME
OMIM:117550	SOTOS SYNDROME 1; SOTOS1;;SOTOS SYNDROME;;CEREBRAL GIGANTISM;;CHROMOSOME 5q35 DELETION SYNDROME
OMIM:614753	SOTOS SYNDROME 2
OMIM:614753	SOTOS SYNDROME 2; SOTOS2
OMIM:617169	SOTOS SYNDROME 3
ORPHA:279882	Spasmus nutans
OMIM:270500	SPASTIC ATAXIA
OMIM:108600	SPASTIC ATAXIA 1, AUTOSOMAL DOMINANT; SPAX1
OMIM:611302	SPASTIC ATAXIA 2, AUTOSOMAL RECESSIVE; SPAX2
OMIM:611390	SPASTIC ATAXIA 3, AUTOSOMAL RECESSIVE; SPAX3;;AUTOSOMAL RECESSIVE SPASTIC ATAXIA WITH LEUKOENCEPHALOPATHY; ARSAL
OMIM:613672	SPASTIC ATAXIA 4, AUTOSOMAL RECESSIVE; SPAX4
OMIM:614487	SPASTIC ATAXIA 5, AUTOSOMAL RECESSIVE
OMIM:614487	SPASTIC ATAXIA 5, AUTOSOMAL RECESSIVE; SPAX5
OMIM:108650	SPASTIC ATAXIA 7, AUTOSOMAL DOMINANT; SPAX7;;SPASTIC ATAXIA WITH CONGENITAL MIOSIS;;MIOSIS, CONGENITAL, WITH SPASTIC ATAXIA
OMIM:617560	SPASTIC ATAXIA 8, AUTOSOMAL RECESSIVE, WITH HYPOMYELINATING LEUKODYSTROPHY; SPAX8
OMIM:618438	SPASTIC ATAXIA 9, AUTOSOMAL RECESSIVE; SPAX9
OMIM:270550	SPASTIC ATAXIA, CHARLEVOIX-SAGUENAY TYPE
ORPHA:2572	Spastic ataxia-corneal dystrophy syndrome
ORPHA:1182	Spastic ataxia with congenital miosis
OMIM:270600	SPASTIC DIPLEGIA, INFANTILE TYPE
OMIM:616859	SPASTICITY, CHILDHOOD-ONSET, WITH HYPERGLYCINEMIA
OMIM:607225	SPASTIC PARALYSIS, INFANTILE-ONSET ASCENDING
OMIM:607225	SPASTIC PARALYSIS, INFANTILE-ONSET ASCENDING; IAHSP
OMIM:312910	SPASTIC PARAPARESIS AND DEAFNESS
ORPHA:2815	Spastic paraparesis-deafness syndrome
OMIM:604187	SPASTIC PARAPLEGIA 10, AUTOSOMAL DOMINANT
OMIM:604187	SPASTIC PARAPLEGIA 10, AUTOSOMAL DOMINANT; SPG10;;SPASTIC PARAPLEGIA 10 WITH OR WITHOUT PERIPHERAL NEUROPATHY
OMIM:604360	SPASTIC PARAPLEGIA 11, AUTOSOMAL RECESSIVE
OMIM:604360	SPASTIC PARAPLEGIA 11, AUTOSOMAL RECESSIVE; SPG11;;SPASTIC PARAPLEGIA, AUTOSOMAL RECESSIVE, WITH MENTAL IMPAIRMENT ANDTHIN CORPUS CALLOSUM;;SPASTIC PARAPLEGIA, AUTOSOMAL RECESSIVE, COMPLICATED, WITH THIN CORPUSCALLOSUM;;HSP-TCC
OMIM:604805	SPASTIC PARAPLEGIA 12, AUTOSOMAL DOMINANT
OMIM:605280	SPASTIC PARAPLEGIA 13, AUTOSOMAL DOMINANT
OMIM:605229	SPASTIC PARAPLEGIA 14, AUTOSOMAL RECESSIVE
OMIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE
OMIM:270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE; SPG15;;SPASTIC PARAPLEGIA AND RETINAL DEGENERATION;;KJELLIN SYNDROME
OMIM:300266	SPASTIC PARAPLEGIA 16, X-LINKED
OMIM:300266	SPASTIC PARAPLEGIA 16, X-LINKED; SPG16
OMIM:270685	SPASTIC PARAPLEGIA 17
OMIM:270685	SPASTIC PARAPLEGIA 17; SPG17;;SPASTIC PARAPLEGIA WITH AMYOTROPHY OF HANDS AND FEET;;SILVER SYNDROME;;SILVER SPASTIC PARAPLEGIA SYNDROME
OMIM:611225	SPASTIC PARAPLEGIA 18, AUTOSOMAL RECESSIVE
OMIM:611225	SPASTIC PARAPLEGIA 18, AUTOSOMAL RECESSIVE; SPG18
OMIM:611225	SPASTIC PARAPLEGIA 18, AUTOSOMAL RECESSIVE; SPG18;;INTELLECTUAL DISABILITY, MOTOR DYSFUNCTION, AND JOINT CONTRACTURES;IDMDC
OMIM:607152	SPASTIC PARAPLEGIA 19, AUTOSOMAL DOMINANT
OMIM:275900	SPASTIC PARAPLEGIA 20, AUTOSOMAL RECESSIVE
OMIM:275900	SPASTIC PARAPLEGIA 20, AUTOSOMAL RECESSIVE; SPG20;;TROYER SYNDROME;;SPASTIC PARAPARESIS, CHILDHOOD-ONSET, WITH DISTAL MUSCLE WASTING;;SPASTIC PARAPLEGIA, AUTOSOMAL RECESSIVE, TROYER TYPE
OMIM:270750	SPASTIC PARAPLEGIA 23
OMIM:270750	SPASTIC PARAPLEGIA 23; SPG23;;SPASTIC PARAPLEGIA WITH PIGMENTARY ABNORMALITIES;;SPASTIC PARAPARESIS, VITILIGO, PREMATURE GRAYING, CHARACTERISTIC FACIES;;LISON SYNDROME
OMIM:607584	SPASTIC PARAPLEGIA 24, AUTOSOMAL RECESSIVE
OMIM:608220	SPASTIC PARAPLEGIA 25, AUTOSOMAL RECESSIVE
OMIM:608220	SPASTIC PARAPLEGIA 25, AUTOSOMAL RECESSIVE; SPG25
OMIM:608220	SPASTIC PARAPLEGIA 25, AUTOSOMAL RECESSIVE; SPG25;;DISC HERNIATION WITH SPASTIC PARAPLEGIA, AUTOSOMAL RECESSIVE
OMIM:609195	SPASTIC PARAPLEGIA 26, AUTOSOMAL RECESSIVE
OMIM:609195	SPASTIC PARAPLEGIA 26, AUTOSOMAL RECESSIVE; SPG26
OMIM:609041	SPASTIC PARAPLEGIA 27, AUTOSOMAL RECESSIVE
OMIM:609340	SPASTIC PARAPLEGIA 28, AUTOSOMAL RECESSIVE
OMIM:609340	SPASTIC PARAPLEGIA 28, AUTOSOMAL RECESSIVE; SPG28
OMIM:609727	SPASTIC PARAPLEGIA 29, AUTOSOMAL DOMINANT
OMIM:312920	SPASTIC PARAPLEGIA 2, X-LINKED
OMIM:312920	SPASTIC PARAPLEGIA 2, X-LINKED; SPG2
OMIM:610357	SPASTIC PARAPLEGIA 30, AUTOSOMAL RECESSIVE; SPG30
OMIM:610250	SPASTIC PARAPLEGIA 31, AUTOSOMAL DOMINANT
OMIM:610250	SPASTIC PARAPLEGIA 31, AUTOSOMAL DOMINANT; SPG31
OMIM:611252	SPASTIC PARAPLEGIA 32, AUTOSOMAL RECESSIVE
OMIM:611252	SPASTIC PARAPLEGIA 32, AUTOSOMAL RECESSIVE; SPG32
OMIM:610244	SPASTIC PARAPLEGIA 33, AUTOSOMAL DOMINANT
OMIM:300750	SPASTIC PARAPLEGIA 34, X-LINKED; SPG34
OMIM:612319	SPASTIC PARAPLEGIA 35, AUTOSOMAL RECESSIVE
OMIM:612319	SPASTIC PARAPLEGIA 35, AUTOSOMAL RECESSIVE; SPG35;;FATTY ACID HYDROXYLASE-ASSOCIATED NEURODEGENERATION; FAHN;;LEUKODYSTROPHY, DYSMYELINATING, AND SPASTIC PARAPARESIS WITH OR WITHOUTDYSTONIA
OMIM:613096	SPASTIC PARAPLEGIA 36, AUTOSOMAL DOMINANT; SPG36
OMIM:611945	SPASTIC PARAPLEGIA 37, AUTOSOMAL DOMINANT
OMIM:611945	SPASTIC PARAPLEGIA 37, AUTOSOMAL DOMINANT; SPG37
OMIM:612335	SPASTIC PARAPLEGIA 38, AUTOSOMAL DOMINANT; SPG38
OMIM:612020	SPASTIC PARAPLEGIA 39, AUTOSOMAL RECESSIVE; SPG39;;NTE-RELATED MOTOR NEURON DISORDER; NTEMND
OMIM:182600	SPASTIC PARAPLEGIA 3, AUTOSOMAL DOMINANT
OMIM:182600	SPASTIC PARAPLEGIA 3, AUTOSOMAL DOMINANT; SPG3A;;SPG3;;STRUMPELL DISEASE;;FAMILIAL SPASTIC PARAPLEGIA, AUTOSOMAL DOMINANT, 1; FSP1
OMIM:613364	SPASTIC PARAPLEGIA 41, AUTOSOMAL DOMINANT; SPG41
OMIM:612539	SPASTIC PARAPLEGIA 42, AUTOSOMAL DOMINANT; SPG42
OMIM:615043	SPASTIC PARAPLEGIA 43, AUTOSOMAL RECESSIVE; SPG43
OMIM:613206	SPASTIC PARAPLEGIA 44, AUTOSOMAL RECESSIVE
OMIM:613206	SPASTIC PARAPLEGIA 44, AUTOSOMAL RECESSIVE; SPG44
OMIM:613162	SPASTIC PARAPLEGIA 45, AUTOSOMAL RECESSIVE; SPG45
OMIM:614409	SPASTIC PARAPLEGIA 46, AUTOSOMAL RECESSIVE
OMIM:614409	SPASTIC PARAPLEGIA 46, AUTOSOMAL RECESSIVE; SPG46
OMIM:614066	SPASTIC PARAPLEGIA 47, AUTOSOMAL RECESSIVE
OMIM:614066	SPASTIC PARAPLEGIA 47, AUTOSOMAL RECESSIVE; SPG47
OMIM:614066	SPASTIC PARAPLEGIA 47, AUTOSOMAL RECESSIVE; SPG47;;CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 5, FORMERLY; CPSQ5, FORMERLY
OMIM:613647	SPASTIC PARAPLEGIA 48, AUTOSOMAL RECESSIVE
OMIM:613647	SPASTIC PARAPLEGIA 48, AUTOSOMAL RECESSIVE; SPG48
OMIM:615031	SPASTIC PARAPLEGIA 49, AUTOSOMAL RECESSIVE
OMIM:615031	SPASTIC PARAPLEGIA 49, AUTOSOMAL RECESSIVE; SPG49
OMIM:182601	SPASTIC PARAPLEGIA 4, AUTOSOMAL DOMINANT
OMIM:182601	SPASTIC PARAPLEGIA 4, AUTOSOMAL DOMINANT; SPG4;;FAMILIAL SPASTIC PARAPLEGIA, AUTOSOMAL DOMINANT, 2; FSP2
OMIM:612936	SPASTIC PARAPLEGIA 50, AUTOSOMAL RECESSIVE; SPG50;;CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 3, FORMERLY; CPSQ3, FORMERLY
OMIM:613744	SPASTIC PARAPLEGIA 51, AUTOSOMAL RECESSIVE; SPG51;;CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 4, FORMERLY; CPSQ4, FORMERLY
OMIM:614067	SPASTIC PARAPLEGIA 52, AUTOSOMAL RECESSIVE
OMIM:614067	SPASTIC PARAPLEGIA 52, AUTOSOMAL RECESSIVE; SPG52;;CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 6, FORMERLY; CPSQ6, FORMERLY
OMIM:614898	SPASTIC PARAPLEGIA 53, AUTOSOMAL RECESSIVE
OMIM:614898	SPASTIC PARAPLEGIA 53, AUTOSOMAL RECESSIVE; SPG53
OMIM:615033	SPASTIC PARAPLEGIA 54, AUTOSOMAL RECESSIVE; SPG54
OMIM:615035	SPASTIC PARAPLEGIA 55, AUTOSOMAL RECESSIVE; SPG55
OMIM:615030	SPASTIC PARAPLEGIA 56, AUTOSOMAL RECESSIVE; SPG56
OMIM:615658	SPASTIC PARAPLEGIA 57, AUTOSOMAL RECESSIVE; SPG57
OMIM:270800	SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE
OMIM:270800	SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE; SPG5A
OMIM:615685	SPASTIC PARAPLEGIA 61, AUTOSOMAL RECESSIVE; SPG61
OMIM:615681	SPASTIC PARAPLEGIA 62, AUTOSOMAL RECESSIVE
OMIM:615686	SPASTIC PARAPLEGIA 63, AUTOSOMAL RECESSIVE; SPG63
OMIM:615683	SPASTIC PARAPLEGIA 64, AUTOSOMAL RECESSIVE; SPG64
OMIM:600363	SPASTIC PARAPLEGIA 6, AUTOSOMAL DOMINANT
OMIM:615625	SPASTIC PARAPLEGIA 72, AUTOSOMAL RECESSIVE; SPG72SPASTIC PARAPLEGIA 72, AUTOSOMAL DOMINANT
OMIM:616282	SPASTIC PARAPLEGIA 73, AUTOSOMAL DOMINANT; SPG73
OMIM:616451	SPASTIC PARAPLEGIA 74, AUTOSOMAL RECESSIVE; SPG74
OMIM:616680	SPASTIC PARAPLEGIA 75, AUTOSOMAL RECESSIVE
OMIM:616680	SPASTIC PARAPLEGIA 75, AUTOSOMAL RECESSIVE; SPG75
OMIM:616907	SPASTIC PARAPLEGIA 76, AUTOSOMAL RECESSIVE
OMIM:617046	SPASTIC PARAPLEGIA 77, AUTOSOMAL RECESSIVE
OMIM:617225	SPASTIC PARAPLEGIA 78, AUTOSOMAL RECESSIVE
OMIM:615491	SPASTIC PARAPLEGIA 79, AUTOSOMAL RECESSIVE
OMIM:615491	SPASTIC PARAPLEGIA 79, AUTOSOMAL RECESSIVE; SPG79
OMIM:607259	SPASTIC PARAPLEGIA 7, AUTOSOMAL RECESSIVE
OMIM:607259	SPASTIC PARAPLEGIA 7, AUTOSOMAL RECESSIVE; SPG7
OMIM:618418	SPASTIC PARAPLEGIA 80, AUTOSOMAL DOMINANT; SPG80
OMIM:618768	Spastic paraplegia 81, autosomal recessive
OMIM:618770	Spastic paraplegia 82, autosomal recessive
OMIM:603563	SPASTIC PARAPLEGIA 8, AUTOSOMAL DOMINANT
OMIM:603563	SPASTIC PARAPLEGIA 8, AUTOSOMAL DOMINANT; SPG8
OMIM:601162	SPASTIC PARAPLEGIA 9A, AUTOSOMAL DOMINANT; SPG9A
OMIM:601162	SPASTIC PARAPLEGIA 9A, AUTOSOMAL DOMINANT; SPG9A;;CATARACTS WITH MOTOR NEURONOPATHY, SHORT STATURE, AND SKELETAL ABNORMALITIES;;SPASTIC PARAPARESIS WITH AMYOPATHY, CATARACTS, AND GASTROESOPHAGEALREFLUX
OMIM:601162	SPASTIC PARAPLEGIA 9, AUTOSOMAL DOMINANT
OMIM:616586	SPASTIC PARAPLEGIA 9B, AUTOSOMAL RECESSIVE; SPG9B
OMIM:601608	SPASTIC PARAPLEGIA AND EVANS SYNDROME
OMIM:616756	SPASTIC PARAPLEGIA AND PSYCHOMOTOR RETARDATION WITH OR WITHOUT SEIZURES
OMIM:607565	SPASTIC PARAPLEGIA, ATAXIA, AND MENTAL RETARDATION
OMIM:182610	SPASTIC PARAPLEGIA, EPILEPSY, AND MENTAL RETARDATION
OMIM:182610	SPASTIC PARAPLEGIA, EPILEPSY, AND MENTAL RETARDATION; SPEMR
ORPHA:2819	Spastic paraplegia-facial-cutaneous lesions syndrome
ORPHA:2818	Spastic paraplegia-glaucoma-intellectual disability syndrome
OMIM:617296	SPASTIC PARAPLEGIA, INTELLECTUAL DISABILITY, NYSTAGMUS, AND OBESITY
OMIM:617296	SPASTIC PARAPLEGIA, INTELLECTUAL DISABILITY, NYSTAGMUS, AND OBESITY; SINO
ORPHA:521390	Spastic paraplegia-intellectual disability-nystagmus-obesity syndrome
ORPHA:2820	Spastic paraplegia-nephritis-deafness syndrome
ORPHA:2821	Spastic paraplegia-neuropathy-poikiloderma syndrome
OMIM:182830	SPASTIC PARAPLEGIA, OPTIC ATROPHY, AND DEMENTIA
OMIM:609541	SPASTIC PARAPLEGIA, OPTIC ATROPHY, AND NEUROPATHY
OMIM:609541	SPASTIC PARAPLEGIA, OPTIC ATROPHY, AND NEUROPATHY; SPOAN
ORPHA:320406	Spastic paraplegia-optic atrophy-neuropathy syndrome
ORPHA:329475	Spastic paraplegia-Paget disease of bone syndrome
ORPHA:2826	Spastic paraplegia-precocious puberty syndrome
OMIM:182690	SPASTIC PARAPLEGIA, SENSORINEURAL DEAFNESS, MENTAL RETARDATION, AND
ORPHA:464282	Spastic paraplegia-severe developmental delay-epilepsy syndrome
ORPHA:99015	Spastic paraplegia type 2
ORPHA:99013	Spastic paraplegia type 7
OMIM:182800	SPASTIC PARAPLEGIA WITH ASSOCIATED EXTRAPYRAMIDAL SIGNS
OMIM:182815	SPASTIC PARAPLEGIA WITH NEUROPATHY AND POIKILODERMA
OMIM:182820	SPASTIC PARAPLEGIA WITH PRECOCIOUS PUBERTY
OMIM:270850	SPASTIC PARESIS, GLAUCOMA, AND MENTAL RETARDATION
OMIM:270900	SPASTIC PSEUDOSCLEROSIS
OMIM:270950	SPASTIC QUADRIPLEGIA, RETINITIS PIGMENTOSA, AND MENTAL RETARDATION
OMIM:618598	Spastic tetraplegia and axial hypotonia, progressive
ORPHA:3011	Spastic tetraplegia-retinitis pigmentosa-intellectual disability syndrome
OMIM:616657	SPASTIC TETRAPLEGIA, THIN CORPUS CALLOSUM, AND PROGRESSIVE MICROCEPHALY
OMIM:616657	SPASTIC TETRAPLEGIA, THIN CORPUS CALLOSUM, AND PROGRESSIVE MICROCEPHALY;SPATCCM
OMIM:616657	SPASTIC TETRAPLEGIA, THIN CORPUS CALLOSUM, AND PROGRESSIVE MICROCEPHALY; SPATCCM
ORPHA:447997	Spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome
OMIM:313000	SPATIAL VISUALIZATION, APTITUDE FOR
OMIM:245480	SPECIFIC GRANULE DEFICIENCY
OMIM:617475	SPECIFIC GRANULE DEFICIENCY 2; SGD2
OMIM:606711	SPECIFIC LANGUAGE IMPAIRMENT 1
OMIM:606711	SPECIFIC LANGUAGE IMPAIRMENT 1; SLI1
OMIM:606711	SPECIFIC LANGUAGE IMPAIRMENT 1; SLI1;;SPECIFIC LANGUAGE IMPAIRMENT QUANTITATIVE TRAIT LOCUS ON CHROMOSOME16
OMIM:606712	SPECIFIC LANGUAGE IMPAIRMENT 2
OMIM:606712	SPECIFIC LANGUAGE IMPAIRMENT 2; SLI2
OMIM:606712	SPECIFIC LANGUAGE IMPAIRMENT 2; SLI2;;SPECIFIC LANGUAGE IMPAIRMENT QUANTITATIVE TRAIT LOCUS ON CHROMOSOME19
OMIM:615432	SPECIFIC LANGUAGE IMPAIRMENT 5; SLI5
ORPHA:352403	Spectrin-associated autosomal recessive cerebellar ataxia
OMIM:182875	SPEECH DEVELOPMENT, DELAYED, WITH FACIAL ASYMMETRY, STRABISMUS, ANDTRANSVERSE EARLOBE CREASE
OMIM:602081	SPEECH-LANGUAGE DISORDER 1
OMIM:614822	SPERMATOGENIC FAILURE 10; SPGF10;;SPERMATOGENIC FAILURE WITH DEFECTIVE SPERM ANNULUS
